,sentence,label
200,"hepsiburada.coma hızlı iade işleminden dolayı teşekkür ediyorum. özet olarak şunu söyleyebilirim, kapaklı normal bir tava kullansanız ocak daha az kirlenir. yağın ve suyun biriktiği arka taraftaki boşluk tavayı döndürmenizi engelliyor. pişirme esnasında tavayı açamıyorsunuz çünkü tavanın sığ olanı dışa akıtma yapıyor. üründe  tasarım problemi söz konusu. ",0
201,yeğenim için alıyorum gayet memnun. pek bırakma niyetinde de değil maalesef : ),1
202,"yorumlara bakarak aldım lakin powerbankı sabaha kadar şarj yaptım,sonra iphoneyi 1 kere tam doldurdum,2.defa doldurayım dedim %17 de ışıkları söndü powerbankın ???",0
203,çok zor yapıştırılıyor ayarlaması çok zor ayrıca jelatin çok kalın,0
204,ürün mükemmel son derece yararlı ve uygun fiyatlı. kesinlikle kaçırmayın derim.,1
205,"dün aldığım bezler daha öncekilerden farklı, içerisinde emici yuvarlak tanecikler yok,  mavimsi düz bir tabaka var. eskisi daha güzeldi.",0
206,üründen çok memnun olduk,1
207,uygun fiyat kaliteli ürün,1
208,efsane cuma kampanyası ike farkını bir kez daha gösterdi. hızlı kargo efsane uygun fiyat. çocuk büyüyene kadar da buradan almaya devam. ,1
209,en iyisi bu!!! süper hızlı kargo,1
210,gözle görülür bişey yok yaklaşık bir aya yakın zamandır kullanıyorum kış ayında olmamıza rağmen ortalıkta böcekler dolaşıyor hemde iki adet takılı acaba yazın kertenkele veya böcek fare nasıl koyacak bilmiyorum inşaallah faydası olabilir...,0
211,i̇ki çocuğumuda kullandım hala kullanıyorum çok memnunum. hepsiburada en hesaplı yer. ,1
212,arkadaş bana gelen ürün mü farklı anlamadım hiç bir etkisi yok ister on dk ister yarım saat bekle. eskiden sıkınca hafif yanma olurdu ve az uyuşurdu. kesinlikle eskiden çok daha etkiliydi olması gerektiği gibi. şimdi sıkınca sarı bi köpükle sıvı istediğini yap fiyasko. eskiye dönün bırakın az yanma olsun. ,0
213,bir kaç defa aldım memnunum. büyük marketlerden bile fiyatı daha uygun teşekkür ederim.,1
214,ürün hakkında yorum yazmaya gerek yok. bir numara,1
215,bebeğimiz doğduğundan beri hep prima kullandık ve çok memnunuz. en uygun fiyatları da hep hepsiburada'da gördük. ,1
216,"güzel ürün, idare eder, günlük işlerinizi karşılar, çok çok birşey beklemeyin",1
217,ürün güzel ve kaliteli. fiyat konusunda da hepsiburada ya teşekkürler ...,1
218,hiç bir kalıcılığı yokkk almanızı tavsiye etmiyorum  kokuyu anca kendiniz alabiliyor sanız yanı başında nızda olan kişi bile kokuyu alamıyor çok kötü çok kötü çok kötü,0
219,kalite kampanya daha ne yapsın bu marka,1
220,"ürün görselinin etrafında kıyaslayabileceğiniz bir ölçüt olmadığı için uç, beklediğinizden daha küçük gelebeilir. ",0
221,hepsiburda araciliği ile devamlı satın aldığımız ürün gayet güzel kargoda hızlı.,1
222,"bosh ürünlerinin kaliteli olduğunu bildiğim için aldım fakat bu ürün pek kaliteli değil. vidalama yaparken vida ucu içine gidiyor, yani mekanizma kendi kendine gevşeme yapıyor ve çok çabuk ısınıyor. darbeli kullanma seçeneği ise çok güçlü değil duvarı delerken çok sıkıntı yaşayabilirsiniz. açıkçası bu üründen memnun kalmadım. almanızı tavsiye etmem.",0
223,"sürekli kullandığım bir ürün, hem kaliteli hem de uygun fiyat. ",1
224,bana göre çift kamera hoş durmuyor,0
225,gayet güzel. hem kalite hem indirimli,1
226,ürün umduğumdan ve beklediğimden daha güzel çıktı herkese tavsiye ederimm.,1
227,"200 ml lik olanını aldım geçen gün kokusu çok hoş ,hafif ve fresh üründe orjinal ama kalıcılığı hiç yok yarım saat sonra  kokudan eser yok",0
228,arkadaslar parfum kali̇ci̇ degi̇l tavsi̇ye etmem,0
229,beklentinizi karşılanıyor 3000 mah telefonu 2 kere şarj etmiyor...,0
230,fiyatina gore gayet guzel. ev icn yetrli.,1
231,çok kötü çünkü ürünü aldıktan yaklaşık bir ay sonra kargolandı ama fırçalar iyi,0
232,teşekkürler hepsiburada.com,1
233,tavsi̇ye etmem hi̇ç kullanişli deği̇l si̇ni̇rleni̇p çöpe attim,0
234,yatak çok  sert kesinlikle  memnun  değilim 1 ay oldu  alışamadım.  yorumları  okuyup  iyi  bir yatak  olduğunu  düşündüm.  fakat yorumlar  çok  yanıltıcı. bana yorumlar  acaba  fake  mi  diye düşündüren  bir ürün.,0
235,süper hızlı gönderi denildi aynı gün kargo yazdı 2 gün sonra yola çıktı görüntü kalitesinden çok birşey beklemeyin renk ler gerçekten biraz sapıyor sanki,0
236,"doğumdan beri oğlumuzda prima kullanıyoruz, hiç sorun yaşamadık. ",1
237,ürün gerçekten güzel hem fiyatı hem kalitesi.,1
238,ürün performansı fiyatına göre oldukça iyi. malzemesi de kaliteli. ,0
239,"işe yaramıyor,bir fonksiyonu yoktur.",0
240,eşim ve ben memnunuz alacaklara tavsiye ediyorum.,1
241,urun ilk 10 sayfayı çok güzel verdi ama sonrasında renkler belirsiz karışık hatta insan figürlerinin gözleri öcü gibi cikti. boşa para verdim ben yine i̇nternet cafeden çıktı alıyorum ,0
242,hem kaliteli hem de şu anda piyasadaki en uygun fiyata sahip. tavsiye ederim,1
243,"alüminyum tava, tencere sağlık bakımından çok zararlı ve zehirleyicidir. en iyisi demir döküm ve çeliktir.",0
244,devamlı aldığım aylık paketlerden çok memnunum. prima on numara beş yıldız bir bez. herkese tavsiye ediyorum. aylık alırsanız ve uygun kampanyayı yakalarsanız daha da ucuza alırsınız. ,1
245,hızlı kargo ve sorunsuz ürün...,1
246,arkadaşlar güvenilir olsun diye kvk dan aldım cihazı sırf şarjı uzun gidiyormuş diye aldım. bütün dediklerini yaptım sarjını %5 te kapatıp 10-12 saat şarj ettim. bu gün en fazla bi saat ilgilenmişimdir telefonla şu an şarjım %11 yani sabah 7 den akşam 5:45 e kadar (bi saat oynadım en fazla) %89 şarj yemiş bi şey anlayamadım ben bu işten,0
247,aldığım çaydanlık çok mükemmel herkese tasviye ederim teşekkür ederim. hepsiburada.com çok sağlam ve güvenilir alışveriş veriş sitesi herkese tavsiye ederim. teşekkür ederim http:// www.hepsiburada.com ,0
248,ürün 3 yıldır kullanıyorum arada sıkıntı olsada pisayasa göre en iyi bez ve hepsinden alırken bir sıkıntı da yaşamadım diğer mağzalara qöre,1
249,kesinlikle selpak kalitesinde değil daha kalın ve suya renk veriyor bir daha almam,0
250,yeni paketleri ilk defa kullandık bebek teninde kırmızılıklar oluştu. kokusu da çok kötü. yeni urunde kalite kötü. ,0
251,alışkanlık sebebiyle kullanıyoruz. bence diğer bir kaç yerli markayı kullanmak daha mantıklı. ,0
252,kokusu 10 üzerinden 7 alır kalıcılığı ise 4 ,0
253,hızlı kargo için çok teşekkürler ,1
254,bi̇r sene kullandim ve bi̇ri̇ne hedi̇ye etti̇m kurtulmak i̇çi̇n. hi̇ç tavsi̇ye etmi̇yorum. gövde çok ağir hali üzeri̇nde kaymiyor. daha hafi̇f ve güçlü modellere bakin deri̇m.,0
255,hiç kimseye  tavsiye etmem,0
256,"ütünün kalitesi tartışılmaz,tavsiyeye gerek yok",1
257,gayet güzel ve hızlı teslimat için teşekürlerrrr. fiyatına göre başarılı bir ürün tavsiye edebilirim.,1
258,çok iyi bir bez. hepsiburada farkı çok büyük. güvenilir ve hesaplı.,1
259,malzeme kalitesi markette satılan gibi değil. orta kısımlarında delikler var. çamaşır değiştirmek durumunda kalıyoruz. ,0
260,i̇lk çocuğumda prima kullandım. şimdi ikincide de kullanıyorum.çok emici ve sızdırma yapmıyor. geceleri rahat bir uyku çekiyor bebişler. sabah bezleri şişmiş ama kuru gibi uyanıyorlar. i̇yi bir pişik kremiylede desteklenince sorun olmuyor. çok memnunuz. kampanyalarda olunca süper oluyor.,1
261,oğlum şu an 14 aylık ve doğduğu andan itibaren prima aktif kullanıyoruz ve çok memnunnuz. herhangi bir sızdırma söz konusu değildir. gönül rahatlığı ile ürünü kullanmaya devam ediyorum.,1
262,birkere boyu cok uzun kesmek zorunda kaldim ayrica kapatirken kapiyi hep cikiyor ayagimla ittirmek zorunda kaliyorum,0
263,hafif koku olması nedeniyle güzel. fakat 5-6 kez sıkmama rağmen sabahtan öğlene kadar bile dayanamıyor kokusu... kalıcılık yok. çok fazla bir şey beklemeyin,0
264,ürün elime geçeli nerdeyse 1 ay oldu. malesef ürün etkili değil.yada karıncalarda etkili değil,0
265,fiyatını hak etmiyor şarjı çok çabuk bitiyor,0
266,kızıma doğumun dan itibaren prima kullandım.çok memnunum...,1
267,piyasanın altında  hepsi burada tsk ,1
268,pek hoşuma gitmedi benim o kadar sıktım 5 dakika bilee sürmedi,0
269,2.kez alıyorum ve herhangi bir sorun yaşamadım. ayrıca kargo olarakta belirtilen günde hızlı bir teslimat ile elime ulaştı. emeği geçen herkese teşekkürler.,1
270,"urun tartisilmasiz en iyisi. tek rakibi kendisi. kendi modelleri yani. bir modelinden daha iyisi diger bir  modeli :) uygun fiyat , kaliteli urun , tavsiye ederim ..",1
271,fiyat/performans ürünü. uzun vadeli kullanmayacaksanız sorunsuz işinizi görür. bu fiyata piyasada rakibi yok. beklentinizi çok yüksek tutmazsanız iş görür.,0
272,"hediye gelmesine rağmen koruyucuları çöpe attım, temizlik seti de bir köşede bayatlar tahminimce..",0
273,kısa sürede şarj olan telefonun şarjı daha kısa sürede bitti. hem büyük hem ağır. büyüklüğünü göze alıp aynı boyutta performans bekleyenlere şimdiden hayırlı olsun. hayal kırıklığı...,0
274,göründüğü gibi tok durmuyor. kapıyı da biraz sıkıştırıyor ama yine de işlevsel,0
275,hızlı kargo gayet iyi teslimat. ,0
276,çocuğumuz doğdu doğalı prima kullanıyoruz fiyat kalite oranı en iyi olan ürün olduğunu kullandıkça gördük,0
277,"kaliteli, bebekler ve çocuklar için güzel bir ürün.",1
278,ben de 5 numara bez aldım fakat bezler ciddi derecede sızdırıyor ve eski bezlerle karşılaştırıldığında kalitesiz,0
279,iyi ürün hızlı gönderi kargo bedava çok iyi,1
280,"yorumlara bakmadan prima kalitesine güvenerek 2 adet sipariş vermiştim, ancak yorumları okuyup ürünü hemen açıp denedik ürün gerçekten rus paketlerinde acayip koku ve incelik var, ürün eski ürünle hiç alakalı bir ürün değil kokusu rahatsız edici nasıl bitireceğiz aldığımız paketi düşünüyoruz, sızdırmama ihtimali kesin var uzun süre özellikle geceleri muhakkak bebeğinizi rahatsız etmek zorunda kalabilirsiniz, hepsi buradanın kargo olayı çok güzel ürün hemen geliyor ancak prima kalitesini acayip bozmuş, yada türkiyeye gönderdiği ürünleri kötü, alırken özellikle bu olumsuzlukları göz önüne getirin...",0
281,fiyati ve kalitesi tartisilmaz.kesinlikle tavsiye ederim.,1
282,eğer yumuşak bir yatak istiyorsanız tercihiniz bu ürün olmasın çünkü oldukça sert ben kullanamadım kalktığımda ağrılı uyandım,0
283,"yaklaşık 6 ay önce aldım , çekme gücü halı için yetersiz ,ufak tefek kırıntılar için ideal. birde kablosubu saracak bir yeri bulunmadığı için nereye dolayacağınızı bilemiyorsunuz. basit ama önemli bir detay bence.",0
284,uzunluk iyi ancak eni kısa. i̇htiyaç görür. ,0
285,hızlı teslimat ve uygun fiyat. teşekkürler..,1
286,ikizlerime prima kullanıyorum cok memnunum tavsiye ederim hepsiburadan da alisveris cok iyi kargo hemen teslim...,1
287,"oğlumuza doğduğundan beri kullanılıyoruz, şu ana kadar herhangi bir sorunla karşılaşmadık. herkese tavsiye ederim.",1
288,çok kalitesiz bir ürün. sonra hayal kırıklığına uğramayın. ben eve almıştım kalitesiz olduğunu görünce bir yere hediye götürdüm. ??,0
289,eski siparişlerin kutusu duruyor yan yana koyunca kutu neredeyse %40 küçülmüş.,0
290,"çok memnun kaldığım bir ürün bebeğimin doğumundan beri her serisini kullanıyorum hiç sorun yaşamadık, ayrıca hepsiburada yada çok teşekkür ederim. tüm alışverişlerimde hem çok hızlı hemde çok ilgililer çok teşekkürler...... ",1
291,"ürünü perşembe akşamı sipariş ettim cumartesi günü elime ulaştı. daha önceden de kullandığım bir parfümdü indirimi görünce bu sefer orijinal alıyım dedim ama şu an bir daha mı düşünseydim diyorum. sorun şu ki parfüm gerçekten hafif kalıcılığı çok az, çok güzel koksa da bu büyük bir handikap. sanırım bir sonraki parfümümde başka markalara yönelicem.",0
292,"diğer normal bezlerden bir farkı kalmamış bence. bezi çocuk çok doldurmazsa gündüzleri için falan iyi ancak gece yoğun idrar yaparsa kesinlikle taşıyor. kızımın zıbınından yatak çarşafına kadar ıslaktı. tavsiye etmiyorum... eski ürün bundan çok daha kaliteliydi ve taşma yapmıyordu. tekrar söylüyorum ""tavsiye etmiyorum""",0
293,urun ve gonderim gayet basarili tesekkurler,1
294,"piyasada alınabilecek en uygun fiyat,ben özellikle çocuk bezlerini buradan alıyorum,dışarıda hiçbir markette daha uygun pirima yok",1
295,güzel bir ürün hiç bir sorun yaratmadı ,1
296,prima kalitesi tartışılmaz,1
297,ben begendim gayet de güzel.... bu fiyata ne bekliyorunuz ki bu kadar kötü yorum yaptınız..rengide siyah parlak,1
298,,0
299,"sadece 1 numara bezde sorun yaşamadik, 2 ve 3 beden bezler çok kötü, hem sizdiriyor hem son dönemde pi̇şi̇k yapti, son paket bi̇tsi̇n bi̇r daha asla..",0
300,urun 2 günde elime geçti gayet güzel ve kullanışlı,1
301,bebeğim doğduğundan beri bu ürünü kullanıyorum ama normal marketten alırdım hep burada daha uygun olduğunu görünce burdan aldım ama daha 3. bezde çocuğumun heryeri kabardı kızardı doktora götürdüm bez alerjisi bu bez çakma dedi egzama olmuş çocuğum dikkatli olmanızı tavsiye ederim çocuklarımızın sağlığı ile oynanıyor ,0
302,yumuşak diyen arkadaşlara katılmıyorum. bildiğiniz kaya gibi birşey geldi bana.gorusunu şık olsada sert.100+ kiloya sahip işi gücü yemek icmek yatmak olan obezseniz bilemiyorum.70-80 kilo birisi için sert yatak.,0
303,ürün gayet güzel teşekkürler hepsi burada,1
304,kokuyu bir alabilsem yorumlayacak fakat kokmuyor ki. kalıcılık yaklaşık 35 saniye..,0
305,"kaliteli ürün, 9 aydır kullanıyorum, tavsiye ederim.",1
306,başka yerden bu marka tv aldık ama bir hafta kullanabildik ayaklar kalitesiz kendiside kalitesiz küçük bi darbeyle panel kırıldı pahalı alın kaliteli olsun,0
307,"kalıcı değil, çok beklentiye girmeyin derim",0
308,beklediğimden çok küçük çıktı. zincir çok ince ,0
309,ürün fiyat olarak uygun,1
310,özellikle hassas ciltler için çok uygun,1
311,bu fiyata bu ürün başka bir yerde bulmak imkansız kargo çok hızlı .,1
312,mükemmel hızlı kargo kaçıran üzülür.,1
313,ürün güzel ekonomik ve kaliteli teşekkür eder tüm çalışmalarınızda özellikle müsteri memnuniyetinin öncelikli olması dilegi ile. başarılar.,1
314,aylık paketler ekonomik ve çok iyi. tekli almaktansa aylık almayı tercih ediyorum.,1
315,"uygun fiyatlı ve kaliteli ürünleri her zaman hepsiburadada buluyorum,bu çocuk bezindede geçerli",1
316,çocuğum doğduğundan beri kullanıyoruz. hiçbir sorun yaşamadık.,1
317,2 gün önce aldım gayet memnunum,1
318,kargo çok hızlı fiyatı ve kalitesi güzel daha önce 10 sene arzum kullandım bana göre tek dez anvatajı plastik malzemeden yapılmış olması çabuk ısınıyor umarım ileride sorun çıkarmaz,1
319,hepsiburada güven veriyor.,1
320,sar (birim doku kütlesi başına soğurulan güç) değeri yasal limitler sınırında gezen bir cihaz olmuş. dikkate almanız sağlınız açısından önemlidir. ,0
321,ürün kullanımı konusunda sürekli temizlik istiyor ve temizlenmediğinde çalışmıyor. ayrıca hiç bir artı özelliği yok normal 3ü 1 arada alip yapsaniz daha lezzetli oluyor tavsiye etmiyorum. kullanmıyoruz artık ofisin bir köşesinde süs olarak duruyor.,0
322,uzun zamandır kullanıyoruz. çok sıkıntı yaşamadık. tavsiye ederim...,0
323,orjinal ürün hızlı teslimat en uygun fiyat,1
324,"tablet veya deterjan konulan kısmın kapağı fazla aşağıda yapılmış, zaman zaman karşısına tabak vs. geliyor kapak açılsa da deterjan erimeden kalıyor.",0
325,çok hızlı bir gönderim oldu. kalitesi tartışılmaz ürünün zatem. ,1
326,"son aldığımız prima diğerlerinden daha ince ve de kötüsü sızdırıyor. eger prima ürünü bozmadıysa sahte bu. diger türlüde kandırıldık sayılır zaten, prima kalitesi deyip alıyorsun dandik çıkıyor.",0
327,arkadaşlar sakın bu telefona bu kadar para vermeyin yazıktır günahtır.,0
328,en ufak bir faydasını görmedim. dediği gibi kullandım ama bi faydası olmadı,0
329,"acilen tüm ürünlerinizi toplatın lütfen, paramıza yazık olmasın diye mecbur kullandık ama hep dışarı sızdırıyor, hiç olmadı yakışmadı size prima yetkilileri....",0
330,ben normalde mach3 kullanıyorum ama deneme amaçlı aldım fusion u ama hiç beğenmedim rahat bi tıraşı yok oynat başlığı hiç bir işe yaramıyor ve gerçekten çok ağır rahat tıraş olunamıyor ağırlıktan dolayı. ben memnun kalmadım alacak olana da mani olmam ama tavsiye etmem. ,0
331,hepsiburada'dan sürekli bu paket bezlerden alırım. fiyat şu anda tane olarak 51 kuruşa geliyor. ama marketlerde prima bez adetleri 60-65 kuruşları buluyor. kapıya kadar geliyor. 2 adet alınca da kargo ücretsiz daha ne olabilir ki. hesap ortada :),1
332,"yaklaşık bir ay önce aldım bu ürünü.bez hiç iyi çıkmadı.sızdırma yapıyor,daha önce de almıştım böyle bir şey yok du.ama bu son ürün çok kötü tavsiye etmem",0
